company,year,award_category,industry_category,industry,country,state_province,certification_status,b_corp_profile
S360 Sustainability Services,2019,Community,Business Products & Services,Management and Financial Consulting,Turkey,Istanbul,Certified,https://bcorporation.net/directory/s360-sustainability-services
SALOMMON IDEAS EN ACCI�N,2019,Community,Business Products & Services,Marketing & Communications Services,Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/salommon-ideas-en-acci�n
Our Community Pty Ltd,2019,Community,Business Products & Services,IT Software & Services/Web Design,Australia,Victoria,Certified,https://bcorporation.net/directory/our-community-pty-ltd
Fluid IT,2019,Community,Business Products & Services,IT Software & Services/Web Design,United Kingdom,London,Certified,https://bcorporation.net/directory/fluid-it
Savannah Consulting,2019,Community,Business Products & Services,Management and Financial Consulting,United States,New York,Certified,https://bcorporation.net/directory/savannah-consulting
Disruptive Media,2019,Community,Business Products & Services,Marketing & Communications Services,Australia,Victoria,Certified,https://bcorporation.net/directory/disruptive-media
Point Advisory Pty Ltd,2019,Community,Business Products & Services,Sustainability Consulting,Australia,Victoria,Certified,https://bcorporation.net/directory/point-advisory-pty-ltd
Highland Group,2019,Community,Business Products & Services,Marketing & Communications Services,United States,Michigan,Certified,https://bcorporation.net/directory/highland-group
Creative Chi Inc,2019,Community,Business Products & Services,Marketing & Communications Services,United States,Florida,Certified,https://bcorporation.net/directory/creative-chi-inc
Adara Partners (Australia) Pty Limited,2019,Community,Business Products & Services,Other,Australia,New South Wales,Certified,https://bcorporation.net/directory/adara-partners-australia-pty-limited
Underground Communications,2019,Community,Business Products & Services,Marketing & Communications Services,Australia,New South Wales,Certified,https://bcorporation.net/directory/underground-communications
SureCall Contact Centers Ltd,2019,Community,Business Products & Services,Telecommunications,Canada,Alberta,Certified,https://bcorporation.net/directory/sure-call-contact-centers-ltd
Plastic Whale,2019,Community,Business Products & Services,Other,Netherlands,Noord Holland,Certified,https://bcorporation.net/directory/plastic-whale
Specialisterne Spain,2019,Community,Business Products & Services,IT Software & Services/Web Design,Spain,Barcelona,Certified,https://bcorporation.net/directory/specialisterne-spain
Flow,2019,Community,Business Products & Services,Marketing & Communications Services,United States,Colorado,Certified,https://bcorporation.net/directory/flow
WildHearts Group,2019,Community,Business Products & Services,Office Products & Printing,United Kingdom,Scotland,Certified,https://bcorporation.net/directory/wild-hearts-group
Mother E,2019,Community,Consumer Products & Services,Home & Personal Care,United States,Utah,Inactive,https://bcorporation.net/directory/mother-e
Larry's Coffee,2019,Community,Consumer Products & Services,Food & Beverage,United States,North Carolina,Certified,https://bcorporation.net/directory/larrys-coffee
Peace Coffee,2019,Community,Consumer Products & Services,Food & Beverage,United States,Minnesota,Certified,https://bcorporation.net/directory/peace-coffee
Saul Good Gift Co,2019,Community,Consumer Products & Services,Food & Beverage,Canada,British Columbia,Certified,https://bcorporation.net/directory/saul-good-gift-co
TOMS,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,California,Certified,https://bcorporation.net/directory/toms
Sustainable Harvest,2019,Community,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/sustainable-harvest
Oliberte Limited,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Canada,Ontario,Certified,https://bcorporation.net/directory/oliberte-limited
The Tea Spot PBC,2019,Community,Consumer Products & Services,Food & Beverage,United States,Colorado,Certified,https://bcorporation.net/directory/the-tea-spot-pbc
Raven + Lily,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Texas,Certified,https://bcorporation.net/directory/raven-lily
Bridgetown Natural Foods,2019,Community,Consumer Products & Services,Food & Beverage,United States,Oregon,Certified,https://bcorporation.net/directory/bridgetown-natural-foods
ME to WE,2019,Community,Consumer Products & Services,Jewelry,Canada,ON,Certified,https://bcorporation.net/directory/me-to-we
100km Foods Inc.,2019,Community,Consumer Products & Services,Food & Beverage,Canada,Ontario,Certified,https://bcorporation.net/directory/100km-foods-inc
BAOBAB,2019,Community,Consumer Products & Services,Home & Personal Care,Guatemala,Guatemala,Certified,https://bcorporation.net/directory/baobab
Amavida Coffee and Trading,2019,Community,Consumer Products & Services,Food & Beverage,United States,Florida,Certified,https://bcorporation.net/directory/amavida-coffee-and-trading
"Kiej de los Bosques, S.A.",2019,Community,Consumer Products & Services,Jewelry,Guatemala,Guatemala,Certified,https://bcorporation.net/directory/wakami
Looptworks,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,Oregon,Certified,https://bcorporation.net/directory/looptworks
Dean's Beans Organic Coffee Company,2019,Community,Consumer Products & Services,Food & Beverage,United States,Massachusetts,Certified,https://bcorporation.net/directory/deans-beans-organic-coffee-company
Cielo Hammocks,2019,Community,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",Mexico,Yucatan,Certified,https://bcorporation.net/directory/cielo-hammocks
Bi-Rite Market,2019,Community,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/bi-rite-market
Aguas Santa Amalia S.A.,2019,Community,Consumer Products & Services,Food & Beverage,Chile,Region De La Araucanoa,Certified,https://bcorporation.net/directory/aguas-santa-amalia-sa
Eat Me Chutneys,2019,Community,Consumer Products & Services,Food & Beverage,Australia,New South Wales,Certified,https://bcorporation.net/directory/eat-me-chutneys
Mayfly Outdoors,2019,Community,Consumer Products & Services,"Sports Equipment, Toys & Accessories",United States,Colorado,Certified,https://bcorporation.net/directory/mayfly-outdoors
Kuli Kuli,2019,Community,Consumer Products & Services,Food & Beverage,United States,California,Certified,https://bcorporation.net/directory/kuli-kuli
Jeni's Splendid Ice Creams,2019,Community,Consumer Products & Services,Food & Beverage,United States,Ohio,Certified,https://bcorporation.net/directory/jenis-splendid-ice-creams
Grey Rock Clothing Co.,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Canada,Ontario,Certified,https://bcorporation.net/directory/grey-rock-clothing-co
Happy Valley Meat Company,2019,Community,Consumer Products & Services,Food & Beverage,United States,New York,Certified,https://bcorporation.net/directory/happy-valley-meat-company
Soapbox,2019,Community,Consumer Products & Services,Home & Personal Care,United States,District of Columbia,Certified,https://bcorporation.net/directory/soapbox-soaps
Alcag�ete,2019,Community,Consumer Products & Services,Food & Beverage,Colombia,Bogota,Certified,https://bcorporation.net/directory/alcag�ete
FC BOLA,2019,Community,Consumer Products & Services,"Sports Equipment, Toys & Accessories",Argentina,Buenos Aires,Certified,https://bcorporation.net/directory/fc-bola
The One Brand,2019,Community,Consumer Products & Services,Food & Beverage,United Kingdom,Surrey,Certified,https://bcorporation.net/directory/the-one-brand
Sunshine Nut Company,2019,Community,Consumer Products & Services,Food & Beverage,Mozambique,Unknown,Certified,https://bcorporation.net/directory/sunshine-nut-company
High Park Brewery,2019,Community,Consumer Products & Services,Food & Beverage,Canada,Ontario,Certified,https://bcorporation.net/directory/high-park-brewery
Just Coffee Cooperative,2019,Community,Consumer Products & Services,Food & Beverage,United States,Wisconsin,Certified,https://bcorporation.net/directory/just-coffee-cooperative
Higher Grounds Trading Company,2019,Community,Consumer Products & Services,Food & Beverage,United States,Michigan,Certified,https://bcorporation.net/directory/higher-grounds-trading-company
Commonhouse Ales,2019,Community,Consumer Products & Services,Food & Beverage,United States,Ohio,Certified,https://bcorporation.net/directory/commonhouse-ales
"Stroopies, Inc.",2019,Community,Consumer Products & Services,Food & Beverage,United States,Pennsylvania,Certified,https://bcorporation.net/directory/the-stroopie-co
Upohar LLC,2019,Community,Consumer Products & Services,Food & Beverage,United States,Pennsylvania,Certified,https://bcorporation.net/directory/upohar-llc
Blue Ocean Office Supplies & Solutions,2019,Community,Consumer Products & Services,Electronics,Canada,Ontario,Certified,https://bcorporation.net/directory/blue-ocean-office-supplies-solutions
Divine Chocolate Ltd,2019,Community,Consumer Products & Services,Food & Beverage,United Kingdom,,Certified,https://bcorporation.net/directory/divine-chocolate-ltd
Megan A. James Photography,2019,Community,Consumer Products & Services,Fine Arts,United States,Oregon,Certified,https://bcorporation.net/directory/megan-a-james-photography
Kester Black,2019,Community,Consumer Products & Services,Home & Personal Care,Australia,Victoria,Certified,https://bcorporation.net/directory/kester-black
"Rumi Spice, PBC",2019,Community,Consumer Products & Services,Food & Beverage,United States,Illinois,Certified,https://bcorporation.net/directory/rumi-spice-pbc
h�s?g,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Peru,Lima,Certified,https://bcorporation.net/directory/h�s_g
Lyv Life Inc.,2019,Community,Consumer Products & Services,Home & Personal Care,United States,California,Certified,https://bcorporation.net/directory/lyv-life-inc
"Merge4 Mfg, Inc",2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",United States,California,Certified,https://bcorporation.net/directory/merge4-mfg-inc
Outland Denim,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Australia,Queensland,Certified,https://bcorporation.net/directory/outland-denim
Noonday Collection,2019,Community,Consumer Products & Services,Jewelry,United States,Texas,Certified,https://bcorporation.net/directory/noonday-collection
Mama Maya,2019,Community,Consumer Products & Services,"Housewares, Home Furnishings, & Accessories",Australia,New South Wales,Certified,https://bcorporation.net/directory/mama-maya-pty-ltd
Seal The Seasons,2019,Community,Consumer Products & Services,Food & Beverage,United States,North Carolina,Certified,https://bcorporation.net/directory/seal-the-seasons
Handknits Pty Ltd,2019,Community,Consumer Products & Services,"Apparel, Footwear & Accessories",Australia,New South Wales,Certified,https://bcorporation.net/directory/dc-aj-textures-private-ltd
purefood GmbH,2019,Community,Consumer Products & Services,Food & Beverage,Germany,Hamburg,Certified,https://bcorporation.net/directory/purefood-gmb-h
